20230102 183100;25884.369000;25884.369000;25867.369000;25867.369000;0
20230102 183200;25862.369000;25867.319000;25857.469000;25857.469000;0
20230102 183300;25859.319000;25859.319000;25842.419000;25849.469000;0
20230102 183400;25842.469000;25844.519000;25839.469000;25839.469000;0
20230102 183500;25834.519000;25834.519000;25834.519000;25834.519000;0
20230102 183600;25837.369000;25847.519000;25837.269000;25837.269000;0
20230102 183700;25834.369000;25854.269000;25834.369000;25854.269000;0
20230102 183800;25857.519000;25859.469000;25857.419000;25859.469000;0
20230102 183900;25862.469000;25862.469000;25859.369000;25859.519000;0
20230102 184000;25862.999000;25862.999000;25854.269000;25854.269000;0
20230102 184100;25857.269000;25857.999000;25854.369000;25854.999000;0
20230102 184200;25859.519000;25859.519000;25857.319000;25859.369000;0
20230102 184300;25857.519000;25884.469000;25854.369000;25884.469000;0
20230102 184400;25887.369000;25894.419000;25874.419000;25877.519000;0
20230102 184500;25874.319000;25894.419000;25842.419000;25842.419000;0
20230102 184600;25844.269000;25869.999000;25834.469000;25844.519000;0
20230102 184700;25849.999000;25849.999000;25847.369000;25847.369000;0
20230102 184800;25842.319000;25849.369000;25817.269000;25817.369000;0
20230102 184900;25822.999000;25857.519000;25819.369000;25854.419000;0
20230102 185000;25849.319000;25859.419000;25849.319000;25857.419000;0
20230102 185100;25854.419000;25857.319000;25844.999000;25854.469000;0
20230102 185200;25857.469000;25857.469000;25844.369000;25844.369000;0
20230102 185300;25839.469000;25839.469000;25837.269000;25839.319000;0
20230102 185400;25837.419000;25847.519000;25837.419000;25844.999000;0
20230102 185500;25847.419000;25872.999000;25847.419000;25859.269000;0
20230102 185600;25857.369000;25884.519000;25857.369000;25884.469000;0
20230102 185700;25877.419000;25879.999000;25877.419000;25877.419000;0
20230102 185800;25879.269000;25879.269000;25872.469000;25872.469000;0
20230102 185900;25877.469000;25892.519000;25874.269000;25884.519000;0
20230102 190000;25879.999000;25904.999000;25864.519000;25879.369000;0
20230102 190100;25877.369000;25877.369000;25849.369000;25867.319000;0
20230102 190200;25864.999000;25867.419000;25849.519000;25849.519000;0
20230102 190300;25847.269000;25867.269000;25847.269000;25859.269000;0
20230102 190400;25857.369000;25859.419000;25847.369000;25849.269000;0
20230102 190500;25852.269000;25852.269000;25847.419000;25849.269000;0
20230102 190600;25854.269000;25872.369000;25854.269000;25864.419000;0
20230102 190700;25867.269000;25867.519000;25854.519000;25864.469000;0
20230102 190800;25869.999000;25887.469000;25869.999000;25882.369000;0
20230102 190900;25879.369000;25884.369000;25874.369000;25884.369000;0
20230102 191000;25887.269000;25887.269000;25849.419000;25854.269000;0
20230102 191100;25852.269000;25864.519000;25852.269000;25854.519000;0
20230102 191200;25859.269000;25864.469000;25837.269000;25837.269000;0
20230102 191300;25839.469000;25844.519000;25817.519000;25819.369000;0
20230102 191400;25824.999000;25834.999000;25824.999000;25829.519000;0
20230102 191500;25834.319000;25834.999000;25822.269000;25834.999000;0
20230102 191600;25837.419000;25842.369000;25834.269000;25842.369000;0
20230102 191700;25839.419000;25857.369000;25839.419000;25857.369000;0
20230102 191800;25852.519000;25869.999000;25847.269000;25864.469000;0
20230102 191900;25867.419000;25872.419000;25857.369000;25872.269000;0
20230102 192000;25869.319000;25869.319000;25844.999000;25852.319000;0
20230102 192100;25849.369000;25867.999000;25849.369000;25862.319000;0
20230102 192200;25867.469000;25867.469000;25852.369000;25852.369000;0
20230102 192300;25854.269000;25854.269000;25847.419000;25849.999000;0
20230102 192400;25852.319000;25852.319000;25837.469000;25842.519000;0
20230102 192500;25837.319000;25839.999000;25832.999000;25834.419000;0
